Coldwater Valve,Steam Valve,Level,Water flowrater,Temprature,
7.8509,6.3002,11.978,10.511,7.3075,0
7.8467,6.1931,11.978,10.508,7.3319,0
7.873,6.2233,11.979,10.506,7.3507,0
7.8236,6.0192,11.981,10.506,7.3666,0
7.9264,6.3577,11.982,10.506,7.3772,0
7.8494,6.0269,11.985,10.505,7.3893,0
7.8524,6.0759,11.986,10.507,7.3998,0
7.955,6.3966,11.989,10.508,7.4031,0
7.7829,5.773,11.992,10.51,7.413,0
7.7141,5.7066,11.993,10.513,7.4152,0
7.8676,6.3114,11.994,10.514,7.4012,0
7.7908,5.984,11.997,10.514,7.3967,0
7.7993,6.0604,11.999,10.513,7.3976,0
7.7708,5.9855,12.001,10.514,7.3941,0
7.7293,5.9014,12.003,10.514,7.3899,0
7.6597,5.7653,12.004,10.512,7.382,0
7.7694,6.2031,12.004,10.513,7.3685,0
7.8839,6.4835,12.006,10.512,7.3612,0
7.66,6.15,12.008,10.507,7.3706,1
7.8969,6.15,12.01,10.507,7.3779,1
7.8581,6.15,12.013,10.507,7.3879,1
7.8608,6.15,12.015,10.506,7.3997,1
7.9994,6.15,12.017,10.505,7.4042,1
7.9227,6.15,12.021,10.503,7.4175,1
7.7912,6.15,12.024,10.501,7.4312,1
7.9149,6.15,12.026,10.5,7.4277,1
7.8117,6.15,12.03,10.504,7.4252,1
7.7966,6.15,12.032,10.505,7.424,1
7.7313,6.15,12.035,10.505,7.4155,1
7.6908,6.15,12.036,10.505,7.4035,1
7.7102,6.15,12.037,10.505,7.3872,1
7.8197,6.15,12.039,10.505,7.3735,1
7.7607,6.15,12.041,10.505,7.3719,1
7.8812,6.15,12.042,10.504,7.3734,1
7.7628,6.15,12.045,10.504,7.3792,1
7.618,6.15,12.047,10.504,7.3832,1
7.7954,6.15,12.046,10.504,7.3686,1
7.7119,6.15,12.049,10.503,7.3605,1
7.6722,6.15,12.049,10.503,7.3598,1
7.719,6.15,12.05,10.503,7.3511,1
7.6174,6.15,12.051,10.504,7.3452,1
7.5685,6.15,12.05,10.504,7.3366,1
7.7043,6.15,12.049,10.505,7.3201,1
7.5247,6.15,12.05,10.505,7.3137,1
7.4724,6.15,12.048,10.505,7.305,1
7.4949,6.15,12.046,10.505,7.2833,1
7.5216,6.15,12.044,10.505,7.2648,1
7.6387,6.15,12.042,10.506,7.2539,1
7.7502,6.15,12.041,10.506,7.2553,1
7.6431,6.15,12.041,10.507,7.2716,1
7.5828,6.15,12.04,10.507,7.2838,1
7.5678,6.15,12.038,10.508,7.2821,1
7.5763,6.15,12.036,10.508,7.276,1
7.28,6.15,12.034,10.509,7.2709,1
7.5563,6.15,12.029,10.51,7.247,1
7.3565,6.15,12.027,10.511,7.2289,1
7.4091,6.15,12.022,10.512,7.2187,1
7.3983,6.15,12.018,10.513,7.2019,1
7.4432,6.15,12.014,10.514,7.1915,1
7.4879,6.15,12.01,10.515,7.1859,1
7.532,6.15,12.006,10.516,7.1876,1
7.362,6.15,12.003,10.516,7.1948,1
7.3436,6.15,11.998,10.517,7.1914,1
7.2701,6.15,11.992,10.518,7.1766,1
7.3737,6.15,11.986,10.519,7.159,1
7.3174,6.15,11.981,10.52,7.148,1
7.458,6.15,11.974,10.521,7.1422,1
7.3273,6.15,11.97,10.523,7.1439,1
7.2533,6.15,11.963,10.524,7.1451,1
7.5177,6.15,11.956,10.526,7.1326,1
7.4326,6.15,11.952,10.527,7.1366,1
7.5115,6.15,11.946,10.528,7.1506,1
7.5405,6.15,11.942,10.529,7.1615,1
7.7991,6.15,11.938,10.53,7.1768,1
7.5343,6.15,11.936,10.532,7.2084,1
7.6019,6.15,11.932,10.533,7.2308,1
7.7797,6.15,11.929,10.535,7.2358,1
7.777,6.15,11.928,10.536,7.2563,1
7.6982,6.15,11.927,10.537,7.2832,1
7.618,6.15,11.925,10.539,7.2982,1
7.5478,6.15,11.923,10.54,7.2992,1
7.7561,6.15,11.92,10.541,7.29,1
7.8427,6.15,11.92,10.542,7.2929,1
7.9156,6.15,11.921,10.543,7.3143,1
7.8611,6.15,11.922,10.543,7.3414,1
7.8499,6.15,11.923,10.543,7.3631,1
7.9885,6.15,11.924,10.543,7.3755,1
7.7994,6.15,11.927,10.543,7.394,1
7.7992,6.15,11.928,10.543,7.4039,1
8.0435,6.15,11.929,10.542,7.3994,1
8.0102,6.15,11.934,10.542,7.4129,1
8.0198,6.15,11.937,10.542,7.4365,1
8.1371,6.15,11.941,10.542,7.4532,1
8.0408,6.15,11.947,10.541,7.4748,1
8.2238,6.15,11.951,10.54,7.4922,1
8.1206,6.15,11.958,10.54,7.5121,1
8.1915,6.15,11.964,10.539,7.532,1
8.1459,6.15,11.971,10.537,7.5455,1
8.3258,6.15,11.979,10.536,7.5573,1
8.1365,6.15,11.988,10.536,7.5759,1
8.0055,6.15,11.996,10.534,7.5886,1
7.8993,6.15,12.003,10.533,7.5772,1
7.9698,6.15,12.008,10.531,7.5527,1
7.9884,6.15,12.015,10.53,7.532,1
7.9156,6.15,12.021,10.528,7.5219,1
7.9929,6.15,12.026,10.526,7.5102,1
7.8683,6.15,12.032,10.524,7.502,1
7.7732,6.15,12.036,10.522,7.4919,1
7.8173,6.15,12.039,10.52,7.4697,1
7.7542,6.15,12.042,10.517,7.4496,1
7.7373,6.15,12.045,10.515,7.4326,1
7.6583,6.15,12.047,10.513,7.4143,1
7.767,6.15,12.048,10.511,7.3937,1
7.6955,6.15,12.051,10.51,7.3804,1
7.6927,6.15,12.052,10.509,7.3721,1
7.4731,6.15,12.053,10.508,7.361,1
7.4004,6.15,12.051,10.507,7.337,1
7.6262,6.15,12.048,10.506,7.2996,1
7.6192,6.15,12.048,10.506,7.2819,1
7.6029,6.15,12.047,10.505,7.2821,1
7.5726,6.15,12.046,10.505,7.2807,1
7.449,6.15,12.044,10.505,7.2765,1
7.593,6.15,12.041,10.506,7.2628,1
7.5053,6.15,12.04,10.506,7.2544,1
7.6426,6.15,12.037,10.506,7.251,1
7.6538,6.15,12.036,10.506,7.2523,1
7.5984,6.15,12.034,10.507,7.2628,1
7.7099,6.15,12.032,10.508,7.2678,1
7.6405,6.15,12.032,10.509,7.2758,1
7.5416,6.15,12.03,10.51,7.2843,1
7.5819,6.15,12.028,10.511,7.2795,1
7.5727,6.15,12.026,10.512,7.2723,1
7.7047,6.15,12.024,10.513,7.2687,1
7.786,6.15,12.024,10.514,7.2746,1
7.6955,6.15,12.024,10.515,7.2931,1
7.6453,6.15,12.023,10.516,7.3062,1
7.6162,6.15,12.022,10.517,7.3071,1
7.6675,6.15,12.021,10.518,7.3025,1
7.8249,6.15,12.021,10.518,7.3007,1
7.627,6.15,12.022,10.519,7.3135,1
7.7675,6.15,12.02,10.52,7.3196,1
7.7084,6.15,12.021,10.52,7.3215,1
7.8476,6.15,12.021,10.521,7.3277,1
7.7824,6.15,12.023,10.522,7.3385,1
7.8124,6.15,12.024,10.522,7.351,1
7.89,6.15,12.025,10.522,7.3586,1
7.7029,6.15,12.027,10.522,7.3718,1
7.6696,6.15,12.028,10.523,7.3738,1
7.6907,6.15,12.028,10.523,7.3612,1
7.7222,6.15,12.028,10.523,7.3508,1
7.7634,6.15,12.029,10.524,7.3464,1
7.6543,6.15,12.03,10.524,7.3478,1
7.6663,6.15,12.03,10.524,7.344,1
7.7601,6.15,12.03,10.524,7.3349,1
7.6459,6.15,12.032,10.524,7.3352,1
7.7012,6.15,12.031,10.523,7.3335,1
7.6766,6.15,12.032,10.523,7.3288,1
7.6463,6.15,12.032,10.523,7.3269,1
7.6963,6.15,12.031,10.523,7.3218,1
7.7415,6.15,12.031,10.523,7.3195,1
7.6901,6.15,12.032,10.523,7.324,1
7.7398,6.15,12.032,10.522,7.3267,1
7.7735,6.15,12.033,10.523,7.3291,1
7.5375,6.15,12.034,10.523,7.3363,1
7.6099,6.15,12.032,10.523,7.3277,1
7.6721,6.15,12.031,10.523,7.311,1
7.5747,6.15,12.031,10.523,7.3072,1
7.6402,6.15,12.03,10.523,7.3014,1
7.4603,6.15,12.029,10.523,7.2953,1
7.5166,6.15,12.026,10.524,7.2823,1
7.5557,6.15,12.024,10.524,7.2648,1
7.4444,6.15,12.022,10.524,7.2576,1
7.4876,6.15,12.019,10.524,7.2469,1
7.6973,6.15,12.016,10.524,7.2345,1
7.4878,6.15,12.016,10.524,7.2423,1
7.7065,6.15,12.012,10.524,7.2471,1
7.5627,6.15,12.012,10.525,7.2527,1
7.7682,6.15,12.009,10.525,7.2609,1
7.7774,6.15,12.009,10.525,7.2723,1
7.7089,6.15,12.009,10.526,7.2948,1
7.7852,6.15,12.008,10.527,7.3079,1
7.7598,6.15,12.009,10.527,7.3189,1
7.6909,6.15,12.009,10.528,7.3305,1
7.6809,6.15,12.008,10.529,7.333,1
7.5784,6.15,12.008,10.53,7.3298,1
7.6982,6.15,12.007,10.53,7.3196,1
7.6867,6.15,12.007,10.531,7.3136,1
7.8715,6.15,12.007,10.531,7.3157,1
7.7927,6.15,12.009,10.531,7.3295,1
7.7342,6.15,12.01,10.532,7.3464,1
7.6475,6.15,12.01,10.531,7.3503,1
7.7333,6.15,12.009,10.531,7.3436,1
7.7236,6.15,12.01,10.531,7.3388,1
7.8615,6.15,12.01,10.531,7.3399,1
7.7674,6.15,12.013,10.531,7.3498,1
7.6987,6.15,12.013,10.531,7.3596,1
7.6789,6.15,12.014,10.531,7.3564,1
7.6328,6.15,12.014,10.531,7.3481,1
7.6776,6.15,12.013,10.531,7.3373,1
7.8747,6.15,12.014,10.53,7.3292,1
7.7965,6.15,12.016,10.53,7.3395,1
7.6825,6.15,12.017,10.53,7.3546,1
7.7231,6.15,12.017,10.53,7.3532,1
7.7714,6.15,12.018,10.529,7.3478,1
7.7647,6.15,12.019,10.529,7.3495,1
7.7665,6.15,12.02,10.529,7.3535,1
7.7299,6.15,12.021,10.528,7.3562,1
7.7534,6.15,12.021,10.528,7.3559,1
7.8188,6.15,12.023,10.528,7.3549,1
7.6245,6.15,12.024,10.528,7.3602,1
7.7513,6.15,12.024,10.528,7.3549,1
7.7577,6.15,12.025,10.528,7.3474,1
7.5781,6.15,12.026,10.528,7.35,1
7.5346,6.15,12.025,10.527,7.34,1
7.523,6.15,12.023,10.527,7.3179,1
7.7624,6.15,12.022,10.527,7.2973,1
7.7225,6.15,12.023,10.527,7.2974,1
7.7056,6.15,12.023,10.526,7.3099,1
7.7023,6.15,12.023,10.526,7.3158,1
7.6105,6.15,12.023,10.526,7.319,1
7.5929,6.15,12.022,10.526,7.3149,1
7.7066,6.15,12.021,10.526,7.3047,1
7.5307,6.15,12.021,10.525,7.3036,1
7.4947,6.15,12.019,10.525,7.2978,1
7.3874,6.15,12.016,10.526,7.2796,1
7.4941,6.15,12.012,10.526,7.256,1
7.3754,6.15,12.01,10.527,7.2383,1
7.5193,6.15,12.006,10.527,7.2233,1
7.3563,6.15,12.003,10.527,7.2142,1
7.4775,6.15,11.998,10.527,7.2051,1
7.5225,6.15,11.995,10.527,7.1961,1
7.5664,6.15,11.992,10.527,7.2,1
7.4398,6.15,11.989,10.527,7.209,1
7.5927,6.15,11.984,10.527,7.2098,1
7.473,6.15,11.981,10.528,7.213,1
7.6126,6.15,11.977,10.529,7.2169,1
7.5572,6.15,11.975,10.53,7.222,1
7.6043,6.15,11.972,10.531,7.2309,1
7.6573,6.15,11.969,10.532,7.2376,1
7.6616,6.15,11.967,10.533,7.2493,1
7.6048,6.15,11.965,10.534,7.262,1
7.5941,6.15,11.963,10.535,7.2681,1
7.6203,6.15,11.961,10.535,7.2685,1
7.4642,6.15,11.959,10.536,7.2699,1
7.3482,6.15,11.955,10.537,7.2617,1
7.5617,6.15,11.95,10.537,7.2375,1
7.5534,6.15,11.948,10.538,7.2264,1
7.6276,6.15,11.945,10.538,7.2308,1
7.76,6.15,11.943,10.539,7.2388,1
7.776,6.15,11.942,10.539,7.2589,1
7.7058,6.15,11.942,10.539,7.2839,1
7.5988,6.15,11.94,10.539,7.2992,1
7.6498,6.15,11.938,10.539,7.2991,1
7.6897,6.15,11.936,10.539,7.2957,1
7.7277,6.15,11.935,10.539,7.2992,1
7.7043,6.15,11.935,10.54,7.307,1
7.7636,6.15,11.934,10.541,7.3138,1
7.8696,6.15,11.934,10.541,7.3217,1
7.8882,6.15,11.935,10.541,7.3388,1
7.882,6.15,11.937,10.541,7.3601,1
7.8237,6.15,11.938,10.541,7.3771,1
7.8231,6.15,11.939,10.541,7.3858,1
7.7289,6.15,11.94,10.54,7.3887,1
7.9825,6.15,11.941,10.54,7.3844,1
7.839,6.15,11.944,10.54,7.3927,1
7.8417,6.15,11.946,10.54,7.4052,1
7.9437,6.15,11.948,10.539,7.4059,1
7.9138,6.15,11.951,10.539,7.4137,1
8.0138,6.15,11.954,10.538,7.4241,1
7.6987,6.15,11.958,10.537,7.4371,1
8.0422,6.15,11.958,10.536,7.4316,1
7.9725,6.15,11.963,10.535,7.4312,1
8.0302,6.15,11.967,10.535,7.4479,1
8.0876,6.15,11.971,10.534,7.4603,1
7.8185,6.15,11.976,10.533,7.4775,1
7.8878,6.15,11.979,10.532,7.4757,1
7.9086,6.15,11.982,10.531,7.462,1
7.7474,6.15,11.986,10.53,7.4573,1
7.8783,6.15,11.988,10.529,7.4438,1
7.7484,6.15,11.991,10.528,7.4323,1
7.8961,6.15,11.993,10.527,7.4228,1
7.7329,6.15,11.996,10.526,7.4174,1
7.8661,6.15,11.998,10.525,7.4114,1
7.8245,6.15,12.001,10.523,7.4056,1
7.814,6.15,12.003,10.522,7.4067,1
7.8021,6.15,12.005,10.521,7.4042,1
7.769,6.15,12.007,10.52,7.4008,1
7.7555,6.15,12.008,10.519,7.3951,1
7.839,6.15,12.01,10.518,7.3877,1
7.8852,6.15,12.012,10.518,7.387,1
7.7201,6.15,12.015,10.517,7.3949,1
7.7848,6.15,12.015,10.517,7.3925,1
7.7457,6.15,12.017,10.516,7.3846,1
7.6937,6.15,12.018,10.516,7.38,1
7.825,6.15,12.019,10.515,7.3703,1
7.7448,6.15,12.021,10.515,7.3687,1
7.699,6.15,12.022,10.515,7.3702,1
7.5887,6.15,12.022,10.515,7.3631,1
7.6331,6.15,12.022,10.514,7.3471,1
7.5908,6.15,12.021,10.514,7.3308,1
7.5647,6.15,12.021,10.514,7.3182,1
7.8087,6.15,12.019,10.514,7.304,1
7.7558,6.15,12.021,10.513,7.3084,1
7.8186,6.15,12.021,10.514,7.3236,1
7.7678,6.15,12.022,10.514,7.3363,1
7.7161,6.15,12.023,10.514,7.3465,1
7.8256,6.15,12.023,10.513,7.3475,1
7.7642,6.15,12.024,10.514,7.3527,1
7.6346,6.15,12.025,10.514,7.3593,1
7.8304,6.15,12.024,10.514,7.3515,1
7.8175,6.15,12.027,10.515,7.3508,1
7.785,6.15,12.028,10.516,7.3619,1
7.7961,6.15,12.029,10.516,7.3673,1
7.8114,6.15,12.031,10.516,7.3702,1
7.7487,6.15,12.032,10.516,7.3741,1
7.8681,6.15,12.033,10.516,7.3738,1
7.686,6.15,12.036,10.517,7.3779,1
7.7421,6.15,12.036,10.516,7.3759,1
7.8338,6.15,12.037,10.517,7.3668,1
7.7761,6.15,12.04,10.517,7.3696,1
7.6048,6.15,12.041,10.517,7.3737,1
7.7208,6.15,12.04,10.517,7.3612,1
7.7251,6.15,12.042,10.517,7.3488,1
7.7008,6.15,12.043,10.516,7.347,1
7.7242,6.15,12.043,10.516,7.3441,1
7.6319,6.15,12.044,10.516,7.342,1
7.8453,6.15,12.043,10.516,7.3354,1
7.7103,6.15,12.046,10.516,7.3394,1
7.6066,6.15,12.046,10.516,7.3466,1
7.6084,6.15,12.045,10.516,7.3363,1
7.7907,6.15,12.045,10.516,7.322,1
7.7027,6.15,12.046,10.516,7.3237,1
7.7038,6.15,12.046,10.516,7.3306,1
7.5117,6.15,12.047,10.516,7.3303,1
7.6621,6.15,12.045,10.517,7.3168,1
7.6006,6.15,12.045,10.517,7.3047,1
7.5893,6.15,12.044,10.517,7.3006,1
7.6237,6.15,12.042,10.517,7.2928,1
7.7666,6.15,12.042,10.517,7.2885,1
7.6031,6.15,12.042,10.518,7.2973,1
7.6724,6.15,12.041,10.518,7.3018,1
7.6156,6.15,12.041,10.518,7.2997,1
7.6411,6.15,12.039,10.518,7.2985,1
7.6535,6.15,12.039,10.519,7.2957,1
7.7635,6.15,12.038,10.519,7.2961,1
7.5764,6.15,12.039,10.52,7.3048,1
7.6206,6.15,12.037,10.52,7.3055,1
7.6234,6.15,12.036,10.521,7.2972,1
7.7472,6.15,12.035,10.521,7.2939,1
7.6973,6.15,12.036,10.522,7.3001,1
7.7097,6.15,12.035,10.522,7.3092,1
7.7319,6.15,12.035,10.523,7.314,1
7.6358,6.15,12.036,10.523,7.3199,1
7.6065,6.15,12.035,10.524,7.3192,1
7.4469,6.15,12.034,10.524,7.3106,1
7.6614,6.15,12.031,10.524,7.291,1
7.6943,6.15,12.031,10.524,7.2806,1
7.6326,6.15,12.031,10.525,7.2886,1
7.5899,6.15,12.03,10.525,7.2926,1
7.613,6.15,12.028,10.525,7.2887,1
7.735,6.15,12.027,10.526,7.2847,1
7.6649,6.15,12.027,10.526,7.2915,1
7.6457,6.15,12.026,10.526,7.2996,1
7.5658,6.15,12.026,10.526,7.3,1
7.7541,6.15,12.024,10.526,7.2936,1
7.4959,6.15,12.024,10.527,7.2967,1
7.7225,6.15,12.022,10.527,7.2931,1
7.6069,6.15,12.022,10.527,7.2896,1
7.7725,6.15,12.021,10.528,7.2933,1
7.6169,6.15,12.021,10.528,7.3004,1
7.7914,6.15,12.02,10.529,7.3055,1
7.65,6.15,12.021,10.529,7.3116,1
7.6717,6.15,12.02,10.529,7.3177,1
7.6536,6.15,12.019,10.529,7.3148,1
7.6545,6.15,12.019,10.529,7.3127,1
7.6704,6.15,12.018,10.53,7.31,1
7.5173,6.15,12.018,10.53,7.3091,1
7.6014,6.15,12.016,10.53,7.2988,1
7.4941,6.15,12.015,10.53,7.287,1
7.4471,6.15,12.012,10.531,7.2758,1
7.5238,6.15,12.009,10.531,7.2571,1
7.5423,6.15,12.007,10.531,7.2451,1
7.5089,6.15,12.005,10.531,7.242,1
7.468,6.15,12.002,10.531,7.2385,1
7.5531,6.15,11.998,10.531,7.2308,1
7.5375,6.15,11.996,10.531,7.2282,1
7.6306,6.15,11.993,10.531,7.2306,1
7.7765,6.15,11.991,10.531,7.2378,1
7.654,6.15,11.991,10.531,7.2595,1
7.6912,6.15,11.989,10.532,7.2769,1
7.6994,6.15,11.988,10.532,7.2851,1
7.6475,6.15,11.987,10.533,7.2943,1
7.5277,6.15,11.986,10.534,7.2983,1
7.5281,6.15,11.983,10.534,7.2897,1
7.589,6.15,11.981,10.535,7.2756,1
7.3541,6.15,11.979,10.536,7.2689,1
7.5573,6.15,11.974,10.536,7.2514,1
7.4753,6.15,11.973,10.537,7.2371,1
7.6011,6.15,11.969,10.537,7.2333,1
7.5443,6.15,11.967,10.537,7.234,1
7.5221,6.15,11.964,10.537,7.2385,1
7.374,6.15,11.961,10.537,7.2368,1
7.5145,6.15,11.956,10.536,7.2239,1
7.4998,6.15,11.953,10.537,7.2142,1
7.6098,6.15,11.949,10.537,7.2147,1
7.7458,6.15,11.947,10.537,7.2218,1
7.7348,6.15,11.946,10.538,7.2437,1
7.7238,6.15,11.944,10.538,7.2684,1
7.7606,6.15,11.943,10.539,7.286,1
7.669,6.15,11.942,10.539,7.3013,1
7.7015,6.15,11.941,10.539,7.3091,1
7.5238,6.15,11.94,10.54,7.3115,1
7.8167,6.15,11.937,10.541,7.303,1
7.7821,6.15,11.938,10.541,7.3056,1
7.845,6.15,11.938,10.542,7.3238,1
7.6273,6.15,11.939,10.542,7.3399,1
7.7765,6.15,11.937,10.542,7.3412,1
7.78,6.15,11.938,10.542,7.3387,1
7.6776,6.15,11.938,10.542,7.3466,1
7.9026,6.15,11.938,10.541,7.3457,1
7.7175,6.15,11.94,10.541,7.3541,1
7.8837,6.15,11.94,10.541,7.3621,1
7.6765,6.15,11.942,10.541,7.3679,1
7.7441,6.15,11.941,10.54,7.3686,1
7.8005,6.15,11.942,10.539,7.3607,1
7.8859,6.15,11.943,10.539,7.3628,1
7.8747,6.15,11.945,10.538,7.3739,1
7.8567,6.15,11.947,10.538,7.3871,1
8.0963,6.15,11.948,10.537,7.3953,1
8.0873,6.15,11.953,10.537,7.4171,1
8.0594,6.15,11.958,10.536,7.4485,1
8.0115,6.15,11.962,10.535,7.4701,1
8.0298,6.15,11.966,10.535,7.4816,1
7.9272,6.15,11.971,10.534,7.4887,1
7.9683,6.15,11.974,10.534,7.4881,1
7.956,6.15,11.979,10.533,7.484,1
7.9802,6.15,11.983,10.532,7.4827,1
7.8584,6.15,11.988,10.532,7.4825,1
7.9111,6.15,11.991,10.531,7.4755,1
7.9119,6.15,11.995,10.529,7.466,1
7.8566,6.15,11.999,10.528,7.4621,1
7.6728,6.15,12.002,10.527,7.4553,1
7.721,6.15,12.003,10.525,7.4338,1
7.8479,6.15,12.005,10.523,7.4089,1
7.7944,6.15,12.008,10.522,7.4017,1
7.6764,6.15,12.01,10.521,7.4005,1
7.5976,6.15,12.011,10.52,7.388,1
7.6874,6.15,12.01,10.518,7.3654,1
7.8556,6.15,12.011,10.518,7.3492,1
7.8557,6.15,12.014,10.517,7.3542,1
7.8383,6.15,12.016,10.515,7.3687,1
7.8011,6.15,12.017,10.515,7.3787,1
7.5966,6.15,12.019,10.515,7.3827,1
7.8266,6.15,12.018,10.514,7.3692,1
7.8877,6.15,12.02,10.514,7.3617,1
7.7633,6.15,12.023,10.514,7.3749,1
8.0256,6.15,12.024,10.514,7.3803,1
7.7556,6.15,12.028,10.514,7.3947,1
7.7795,6.15,12.029,10.514,7.4037,1
7.803,6.15,12.03,10.514,7.3951,1
7.7769,6.15,12.032,10.514,7.3917,1
7.782,6.15,12.034,10.514,7.3887,1
7.6182,6.15,12.036,10.514,7.3851,1
7.7253,6.15,12.035,10.514,7.3713,1
7.7435,6.15,12.037,10.514,7.3577,1
7.6261,6.15,12.038,10.514,7.3554,1
7.6704,6.15,12.037,10.514,7.3466,1
7.7368,6.15,12.038,10.513,7.3354,1
7.6826,6.15,12.039,10.513,7.3342,1
7.8627,6.15,12.039,10.513,7.3338,1
7.8698,6.15,12.041,10.513,7.3425,1
7.8684,6.15,12.043,10.512,7.3612,1
7.7218,6.15,12.045,10.512,7.3759,1
7.7057,6.15,12.045,10.513,7.3769,1
7.6207,6.15,12.046,10.513,7.3673,1
7.804,6.15,12.046,10.513,7.3529,1
7.8732,6.15,12.048,10.513,7.3492,1
7.7155,6.15,12.05,10.514,7.3628,1
7.6411,6.15,12.051,10.514,7.3667,1
7.6491,6.15,12.051,10.515,7.3546,1
7.5838,6.15,12.051,10.515,7.341,1
7.628,6.15,12.05,10.515,7.3266,1
7.7323,6.15,12.05,10.514,7.3144,1
7.6258,6.15,12.051,10.514,7.3151,1
7.577,6.15,12.05,10.514,7.3149,1
7.5127,6.15,12.049,10.515,7.3045,1
7.6064,6.15,12.047,10.515,7.289,1
7.5685,6.15,12.046,10.515,7.2795,1
7.6075,6.15,12.044,10.515,7.2755,1
7.4439,6.15,12.043,10.515,7.2728,1
7.4605,6.15,12.04,10.515,7.2618,1
7.5975,6.15,12.037,10.516,7.244,1
7.5651,6.15,12.036,10.516,7.241,1
7.5775,6.15,12.033,10.517,7.2451,1
7.6815,6.15,12.031,10.517,7.2471,1
7.5396,6.15,12.03,10.518,7.2566,1
7.5643,6.15,12.028,10.519,7.2607,1
7.5402,6.15,12.025,10.519,7.2565,1
7.5569,6.15,12.023,10.52,7.2532,1
7.5734,6.15,12.021,10.521,7.2503,1
7.5796,6.15,12.018,10.522,7.2503,1
7.5022,6.15,12.016,10.523,7.2517,1
7.6219,6.15,12.013,10.524,7.2479,1
7.6559,6.15,12.012,10.524,7.2483,1
7.656,6.15,12.01,10.525,7.2586,1
7.7716,6.15,12.009,10.526,7.2687,1
7.6677,6.15,12.009,10.526,7.2845,1
7.6114,6.15,12.008,10.527,7.2967,1
7.6595,6.15,12.006,10.528,7.2956,1
7.665,6.15,12.005,10.528,7.2946,1
7.7145,6.15,12.005,10.529,7.2972,1
7.639,6.15,12.004,10.53,7.303,1
7.7133,6.15,12.003,10.53,7.3053,1
7.6107,6.15,12.003,10.531,7.3075,1
7.7063,6.15,12.002,10.531,7.3068,1
7.6185,6.15,12.002,10.532,7.3063,1
7.4454,6.15,12.001,10.532,7.306,1
7.5799,6.15,11.997,10.532,7.2881,1
